CustomerID,Company,Job Title,Employment Status,Job Start Date,Annual Income,Industry
1014,Certis CISCO Security Pte Ltd,Insurance Officer,Employee,22/7/2002,57800,Security
1015,K Box KTV Management Pte Ltd,Cashier,Employee,9/4/2009,26590,Entertainment
1016,Singapore Post Limited,Customer Service Officer,Employee,17/5/2011,69000,Logistics
1017,YHI International Limited,Operations Manager,Employee,2/5/2003,52000,Manufacturing
1018,Certis CISCO Security Pte Ltd,Medic,Employee,24/4/2010,48000,Security
1019,Utica Energy Pte Ltd,Deputy Director,Employee,12/5/2003,123500,Energy and Utility
1020,Singapore Airlines Limited,Team Leader,Employee,22/7/2007,75000,Transport
1021,Hosted Patio Pte Ltd,Kitchen Crew,Employee,9/1/2002,46000,Food and Beverages
1022,City Developments Limited,It Specialist,Employee,26/5/2002,79500,Property
1023,Temasek Holdings,Investment Consultant,Employee,31/1/2002,80000,Investment
1024,National Environment Agency,Clerk,Employee,2/2/2007,42000,Government
1025,SIA Engineering Company Limited,Risk Assessment Officer,Employee,28/4/1990,65960,Manufacturing
1026,Jetstar Asia Airways,Pilot,Employee,10/3/2010,81000,Transport
1027,Pacnet,Clerk,Employee,26/6/1985,30526,Communications
1028,Indian Overseas Bank,Clerk,Employee,30/11/2011,42000,Banking and Finance
1029,Neptune Orient Lines Limited,Quality Assurance Manager,Employee,5/6/1989,83000,Transport
1030,MediaCorp Private Limited,Logistics Manager,Employee,27/6/2002,94800,Media
1031,Systems on Silicon Manufacturing Co Pte Ltd,Manager,Employee,28/5/2002,39000,Manufacturing
1032,Utica Energy Pte Ltd,Deputy Director,Employee,23/8/2003,107000,Energy and Utility
1033,Systems on Silicon Manufacturing Co Pte Ltd,Equipment Technician,Employee,11/1/2005,51200,Manufacturing
1034,Mount Alvernia Hospital,IT Specialist,Employee,29/10/2006,53000,HealthCare
1035,Singapore Expats,Finance Manager,Employee,28/4/2003,58000,Property
1036,Systems on Silicon Manufacturing Co Pte Ltd,Data Analyst,Employee,9/7/2001,41200,Manufacturing
1037,SingTel Limited,Human Resource Manager,Employee,19/3/2008,60000,Communications
1038,Oversea Chinese Banking Corporation,Deputy General Manager,Employee,23/4/2001,226140,Banking and Finance
1039,Tiger Airways,Flight Attendant,Employee,18/5/2008,55000,Transport
1040,SilkAir,Assistant Manager,Employee,9/11/2006,65360,Transport
1041,Raffles Medical,Social Welfare Officer,Employee,3/11/2009,56200,HealthCare
1042,MediaCorp Private Limited,Technician,Employee,23/1/2005,75000,Media
1043,Venture Corporation Limited,Data Analyst,Employee,26/10/2002,44000,Manufacturing
1044,InVue Security Products,Operations Officer,Employee,29/10/2002,95000,Security
1045,SembCorp Industries Limited,Driver,Employee,22/8/2007,38700,Diversified
1046,Econ Healthcare Group,Customer Service,Employee,16/9/2007,33000,HealthCare
1047,Tuas Power Ltd,Web Developer,Employee,7/7/2002,49000,Energy and Utility
1048,Critica,Assistant Designer,Employee,2/11/2002,98000,Design
1049,NTUC FairPrice Co-Operative Ltd,Board of Chairman,Employee,19/7/2002,198100,Retail
1050,Bloomsbury Knowledge (Singapore) Pte Ltd,Board of Chairman,Employee,10/9/2002,227100,Education
1051,Pacnet,Sales Specialist,Employee,22/7/2009,60000,Communications
1052,Singapore Airlines Limited,Public Relations Manager,Employee,1/12/2002,156200,Transport
1053,NOVATTE Pte Ltd,Assistant General Manager,Employee,10/12/2002,224000,Manufacturing
1054,InVue Security Products,Security Guard,Employee,7/8/2009,73000,Security
1055,Keppel Corporation Limited,Chemical Engineering Technician,Employee,27/1/2008,63000,Diversified
1056,Global Maritime Consultancy Pte Ltd,Data Analyst,Employee,22/11/2007,83000,Marine
1057,Econ Healthcare Group,Customer Service,Employee,1/4/2009,46500,HealthCare
1058,Aspial Corporation Ltd,Inventory Inspector,Employee,30/3/2003,50640,Retail
1059,Wing Tai Holdings Limited,Telecommunications Engineer,Employee,28/9/2007,59890,Property
1060,Certis CISCO Security Pte Ltd,Board of Chairman,Employee,10/1/2001,221000,Security
1061,BreadTalk Group Limited,Operations Manager,Employee,30/9/2002,61000,Food and Beverages
1062,StarHub Limited,Programme Manager,Employee,13/9/2010,60000,Communications
1063,SMRT Corporation,Assistant Manager,Employee,31/12/2008,56280,Transport
1064,YHI International Limited,Market Research Analyst,Employee,7/2/2001,85500,Manufacturing
1065,Vadaro Pte Ltd,Project Leader,Employee,26/8/2009,47000,Information Technology
1066,ComfortDelGro Corporation Limited,Secretary,Employee,8/10/1989,35000,Transport
1067,Haus of Lady Gaga,Operations Manager,Employee,15/3/2002,111000,Entertainment
1068,Certis CISCO Security Pte Ltd,Insurance Officer,Employee,13/11/2001,46500,Security
1069,Seagate Technology,Manager,Employee,26/9/2001,57000,Data Storage
1070,Singapore Power,Technician,Employee,20/2/2002,53000,Energy and Utility
1071,Jurong Port Pte Ltd,Quality Assurance Officer,Employee,13/7/2008,56280,Transport
1072,Temasek Holdings,Secretary,Employee,7/4/2003,53000,Investment
1073,Alexandra Health,Public Relations Manager,Employee,20/6/2005,60000,HealthCare
1074,Pacific Century Regional Developments Limited,Customer Relations Executive,Employee,24/6/2002,80000,Communications
1075,CapitaLand Limited,Quality Inspector,Employee,6/11/1986,31001,Property
1076,Dizyatec Solutions Pte Ltd,Project Administrator,Employee,19/5/2005,60000,Information Technology
1077,CapitaLand Limited,Quality Inspector,Employee,18/9/2001,75000,Property
1078,StarHub Limited,Social Media Analyst,Employee,28/10/2002,133600,Communications
1079,Keppel Corporation Limited,Finance Manager,Employee,2/6/1988,79500,Diversified
1080,Valuair,Public Relations Officer,Employee,4/12/2007,38000,Transport
1081,PSA International Pte Ltd,Director of Funds Management,Employee,23/6/2001,196320,Investment
1082,Certis CISCO Security Pte Ltd,Auxiliary Officer,Employee,27/1/2002,49500,Security
1083,Neptune Orient Lines Limited,Secretary,Employee,22/9/2008,39500,Transport
1084,StarHub Limited,Programme Manager,Employee,23/2/2011,75000,Communications
1085,Deltroy Private Limited,Legal Associate Professional,Employee,30/11/2002,83240,Accounting
1086,M.SaaS Solutions Pte Ltd,Data Analyst,Employee,4/10/2007,52000,Information Technology
1087,CapitaLand Limited,Secretary,Employee,23/12/1997,32578,Property
1088,ComfortDelGro Corporation Limited,IT Specialist,Employee,20/6/2002,76800,Transport
1089,Critica,Data Analyst,Employee,22/2/2001,141000,Design
1090,Seagate Technology,Sales Manager,Employee,23/11/2003,45600,Data Storage
1091,StarHub Limited,Data Analyst,Employee,12/5/2005,42000,Communications
1092,Singapore Airlines Cargo,Data Analyst,Employee,30/9/2001,83240,Transport
1093,Aspial Corporation Ltd,Data Analyst,Employee,13/5/2007,81000,Retail
1094,Alexandra Health,Telecommunications Engineer,Employee,12/11/2001,78840,HealthCare
1095,National Environment Agency,Employment Officer,Employee,19/11/2010,60000,Government
1096,Koufu Pte Ltd,Wholesale Trade Manager,Employee,13/1/2003,141200,Food and Beverages
1097,Jurong Port Pte Ltd,System Analyst,Employee,17/6/2003,80000,Transport
1098,Hyflux Limited,Accountant,Employee,19/7/2001,82500,Manufacturing
1099,Singapore Airlines Limited,Supervisor,Employee,27/9/2006,73000,Transport
1100,Vadaro Pte Ltd,Public Relations Manager,Employee,27/4/2003,72000,Information Technology
1101,Dizyatec Solutions Pte Ltd,Senior IT Security Manager,Employee,22/1/2005,85000,Information Technology
1102,A.P.Moller Singapore Pte Ltd,Technician,Employee,12/5/2002,53000,Transport
1103,Talent Logic Pte Ltd,Clerk,Employee,28/12/2005,47900,Electronics
1104,Singapore Civil Defence Force,Senior Technician,Employee,3/6/2001,75000,Government
1105,Critica,Social Media Manager,Employee,24/3/2001,110000,Design
1106,Temasek Holdings,Senior IT Analyst,Employee,30/9/2002,78000,Investment
1107,Season General Services,Chief Executive Officer,Employee,2/4/2003,206800,Service
1108,Flextronics,Supervisor,Employee,7/7/1984,32587,Manufacturing
1109,Vadaro Pte Ltd,Data Analyst,Employee,3/1/2003,54000,Information Technology
1110,JTC Corporation,Database Administrator,Employee,18/2/1997,31008,Government
1111,Wing Tai Holdings Limited,Marketing Officer,Employee,12/5/2010,76000,Property
1112,Singapore Telecommunications Limited,Public Affairs Manager,Employee,25/9/2007,73000,Communications
1113,City Developments Limited,Customer Service Officer,Employee,16/8/2008,42000,Property
1114,Singapore Post Limited,Senior Clerk,Employee,16/9/1995,76000,Logistics
1115,Tiger Airways,Secretary,Employee,27/11/2002,57680,Transport
1116,CapitaLand Limited,Legal Associate,Employee,23/6/2002,80000,Property
1117,Changi International Airport Services Pte Ltd,Driver,Employee,8/8/2002,77500,Transport
1118,Singapore Petroleum Company Limited,Operations Manager,Employee,20/5/2001,90000,Energy and Utility
1119,Capital Dynamics (S) Pte Ltd,Admin Assistant,Employee,28/4/2003,42360,Consulting
1120,Dizyatec Solutions Pte Ltd,Senior Data Analyst,Employee,3/4/2001,80000,Information Technology
1121,Certis CISCO Security Pte Ltd,Driver,Employee,10/9/1993,43250,Security
1122,Temasek Holdings,Investment Strategist,Employee,30/1/2010,75000,Investment
1123,Pacnet,Team Leader,Employee,5/8/2002,39800,Communications
1124,Seagate Technology,Network Systems Engineer,Employee,16/7/2008,60000,Data Storage
1125,Jurong Port Pte Ltd,Supervisor,Employee,7/7/2009,56000,Transport
1126,Ministry of Manpower,Data Analyst,Employee,26/1/2003,63260,Government
1127,Dizyatec Solutions Pte Ltd,Project Administrator,Employee,2/5/2009,60000,Information Technology
1128,Koufu Pte Ltd,Senior Quality Assurance Manager,Employee,14/6/2003,127590,Food and Beverages
1129,JTC Corporation,Software Engineer,Employee,14/10/2002,72000,Government
1130,SilkAir,Pilot,Employee,16/3/2011,81100,Transport
1131,Futurebooks Pte Ltd,Secretary,Employee,5/7/2003,46000,Accounting
1132,Pacific Century Regional Developments Limited,Data Analyst,Employee,18/4/2010,45000,Communications
1133,SolarGy Pte Ltd,Senior Technician,Employee,20/3/2003,85000,Energy and Utility
1134,InVue Security Products,Communications Officer,Employee,20/2/2002,52000,Security
1135,TRIREME MEDICAL (SINGAPORE) PTE LTD,Customer Service,Employee,7/5/2002,45980,HealthCare
1136,StarHub Limited,Team Leader,Employee,22/5/2005,42000,Communications
1137,Certis CISCO Security Pte Ltd,Security Guard,Employee,17/12/2008,48000,Security
1138,Indian Bank,Trade Broker,Employee,21/1/2003,198500,Banking and Finance
1139,Association of Singapore Marine Industries,Cargo Operator,Employee,21/6/2009,50000,Marine
1140,Tiger Airways,Risk Assessment Officer,Employee,23/1/2002,148000,Transport
1141,Tuas Power Ltd,Civil Engineering Technician,Employee,19/3/2002,51700,Energy and Utility
1142,MRN Infotech Pte Ltd,Marketing Executive,Employee,2/4/2005,56680,Information Technology
1143,Haus of Lady Gaga,Bodyguard,Employee,22/6/2003,79500,Entertainment
1144,Deltroy Private Limited,Audit Assistant,Employee,27/1/2003,79200,Accounting
1145,Wing Tai Holdings Limited,Sales Executive,Employee,25/4/2006,46000,Property
1146,Thakral Corporation Ltd,Driver,Employee,9/11/1990,35000,Diversified
1147,Certis CISCO Security Pte Ltd,Auxiliary Officer,Employee,29/12/2006,47000,Security
1148,Financial Perspectives Pte Ltd,Admin Assistant,Employee,24/7/2003,44000,Education
1149,InVue Security Products,IT Specialist,Employee,16/5/2005,107000,Security
1150,Popular Holdings,IT Support Specialist,Employee,7/1/2001,55000,Retail
1151,NTUC FairPrice Co-Operative Ltd,Salesperson,Employee,5/3/2003,49800,Retail
1152,SBS Transit Limited,Manager,Employee,24/3/2001,79120,Transport
1153,MediaCorp Private Limited,Designer,Employee,28/5/1984,30854,Media
1154,Tropical Aeroponics Pte Ltd,Admin Assistant,Employee,2/11/2003,53000,Agribusiness
1155,Bytech Asia Pacific Pte Ltd,IT Security Manager,Employee,6/7/2001,65000,Information Technology
1156,Global Maritime Consultancy Pte Ltd,Equipment Inspector,Employee,30/6/2001,45600,Marine
1157,SembCorp Industries Limited,Operations Director,Employee,6/6/2003,54600,Diversified
1158,Acacia Design Consultants Pte Ltd,Clerk,Employee,17/3/2007,48400,Design
1159,Temasek Holdings,Senior Technician,Employee,4/9/2003,74000,Investment
1160,SilkAir,Flight Attendant,Employee,5/12/1983,62590,Transport
1161,Critica,Social Media Manager,Employee,7/5/2001,132000,Design
1162,Jetstar Asia Airways,Quality Assurance Officer,Employee,25/6/2005,75000,Transport
1163,StarHub Limited,Human Resource Manager,Employee,7/4/2002,55000,Communications
1164,StarHub Limited,Public Affairs Manager,Employee,29/7/2011,74000,Communications
1165,Asia TCM Pte Ltd,Admin Assistant,Employee,19/4/2002,46890,HealthCare
1166,Jurong Port Pte Ltd,IT Specialist,Employee,16/6/1986,60000,Transport
1167,DR. W.K. KOO & ASSOCIATES PTE LTD,Customer Service,Employee,13/11/2009,45000,HealthCare
1168,Aurigin Technology,Database Administrator,Employee,28/4/2002,43120,Electronics
1169,Aspial Corporation Ltd,Salesperson,Employee,23/7/2003,49000,Retail
1170,SolarGy Pte Ltd,Logistics Manager,Employee,26/2/2003,85000,Energy and Utility
1171,Singapore Civil Defence Force,Financial Analyst,Employee,5/2/2001,83000,Government
1172,Temasek Holdings,Economist,Employee,21/1/2002,67000,Investment
1173,ComfortDelGro Corporation Limited,Secretary,Employee,8/8/2003,45160,Transport
1174,Global Maritime Consultancy Pte Ltd,Senior Engineer,Employee,11/4/2011,57000,Marine
1175,Ministry of Education,Senior Data Analyst,Employee,24/12/2001,71000,Government
1176,Creative Technology,Public Relations,Employee,27/4/2003,57800,Electronics
1177,Pacific Century Regional Developments Limited,Solutions Manager,Employee,5/7/2007,55000,Communications
1178,Singapore Telecommunications Limited,Clerk,Employee,6/2/1996,30883,Communications
1179,SembCorp Industries Limited,Civil Engineer,Employee,3/2/2002,63500,Diversified
1180,M.SaaS Solutions Pte Ltd,Senior Web Developer,Employee,24/7/2003,75000,Information Technology
1181,Singapore Telecommunications Limited,Product Manager,Employee,12/8/2002,54000,Communications
1182,NTUC FairPrice Co-Operative Ltd,Manager,Employee,29/9/1996,60000,Retail
1183,SingTel Limited,Public Affairs Manager,Employee,11/1/2001,53000,Communications
1184,Futurebooks Pte Ltd,Supervisor,Employee,23/9/2001,90000,Accounting
1185,CapitaLand Limited,It Specialist,Employee,12/7/2002,58000,Property
1186,Tiger Airways,Quality Assurance Manager,Employee,16/5/2006,81120,Transport
1187,Financial Perspectives Pte Ltd,Social Media Analyst,Employee,17/1/2001,52000,Education
1188,SMRT Corporation,Data Analyst,Employee,11/5/2005,81000,Transport
1189,Aetos Security Management Pte Ltd,Team Leader,Employee,7/5/2005,60000,Security
1190,UCO Bank,Banker,Employee,8/5/2002,88000,Banking and Finance
1191,Sumitomo Mitsui Banking Corporation,IT Project Manager,Employee,9/1/2002,69000,Banking and Finance
1192,Electronics & Engineering Pte Ltd,Chemical Engineering Technician,Employee,11/1/2003,73200,Diversified
1193,Temasek Holdings,Board of Directors,Employee,17/1/2003,221000,Investment
1194,City Developments Limited,Property Agent,Employee,18/8/2001,78000,Property
1195,Tuas Power Ltd,Senior Vice President,Employee,3/6/2001,221000,Energy and Utility
1196,MHC Asia Group Pte Ltd,Research & Development,Employee,17/9/2008,75000,HealthCare
1197,Singapore Power,Civil Engineering Technician,Employee,30/8/2003,55000,Energy and Utility
1198,Yeo Hiap Seng Limited,Cook,Employee,14/5/2002,36440,Food and Beverages
1199,Singapore Airport Terminal Services Limited,Technician,Employee,27/6/1995,33402,Transport
1200,United Overseas Bank Limited,Systems Engineer,Employee,12/3/2001,44000,Banking and Finance
1201,Jetstar Asia Airways,Logistics Manager,Employee,13/3/2001,80000,Transport
1202,Yeo Hiap Seng Limited,Kitchen Crew,Employee,14/1/2002,48000,Food and Beverages
1203,Singapore Petroleum Company Limited,Civil Engineering Technician,Employee,27/12/1995,59000,Energy and Utility
1204,Haus of Lady Gaga,Marketing Manager,Employee,13/8/2011,56300,Entertainment
1205,Singapore Civil Defence Force,Admin Assistant,Employee,5/10/2006,47000,Government
1206,Chartered Semiconductor Manufacturing,Technical Writer,Employee,21/6/2002,125000,Manufacturing
1207,Abbott Manufacturing Singapore Pte Ltd,Technician,Employee,23/12/2005,49000,Manufacturing
1208,SilkAir,Driver,Employee,30/9/2010,42000,Transport
1209,Koufu Pte Ltd,Operations Manager,Employee,10/12/2007,52000,Food and Beverages
1210,Popular Holdings,Security Officer,Employee,15/1/1985,69000,Retail
1211,NOVATTE Pte Ltd,Technician,Employee,26/1/2001,46000,Manufacturing
1212,Jetstar Asia Airways,Pilot,Employee,9/1/2008,81000,Transport
1213,SilkAir,Flight Attendant,Employee,23/4/2008,81880,Transport
1214,Singapore Police Force,Land Resource Analyst,Employee,30/12/2002,65000,Government
1215,Indian Bank,Securities Manager,Employee,17/2/2007,89000,Banking and Finance
1216,Bytech Asia Pacific Pte Ltd,Marketing Manager,Employee,30/12/2009,50680,Information Technology
1217,RSM International,Clerk,Employee,10/1/2003,52000,Accounting
1218,Ministry of Manpower,Data Analyst,Employee,23/2/2005,63000,Government
1219,Systems on Silicon Manufacturing Co Pte Ltd,Engineer,Employee,5/7/2002,51600,Manufacturing
1220,Neptune Orient Lines Limited,Driver,Employee,13/7/2001,78000,Transport
1221,Temasek Holdings,Investment Consultant,Employee,25/5/2001,75900,Investment
1222,Singapore Power,System Analyst,Employee,12/9/2011,49850,Energy and Utility
1223,FA Systems Automation Pte Ltd,Assistant General Manager,Employee,29/3/2001,202000,Manufacturing
1224,Neptune Orient Lines Limited,Driver,Employee,17/11/1986,33406,Transport
1225,Seagate Technology,Admin Assistant,Employee,31/8/2003,44000,Data Storage
1226,A.P.Moller Singapore Pte Ltd,Web Development & Analyst,Employee,17/1/2001,148000,Transport
1227,SilkAir,Public Relations Officer,Employee,3/4/2001,51100,Transport
1228,Financial Perspectives Pte Ltd,Human Resource Manager,Employee,20/5/2003,111000,Education
1229,Singapore Expats,Legal Consultant,Employee,11/3/2002,92000,Property
1230,A.P.Moller Singapore Pte Ltd,General Manager,Employee,11/5/2002,134560,Transport
1231,Financial Perspectives Pte Ltd,Deputy Director,Employee,14/11/2001,227000,Education
1232,Systems on Silicon Manufacturing Co Pte Ltd,Data Analyst,Employee,7/11/2002,57000,Manufacturing
1233,City Developments Limited,Designer,Employee,30/7/2001,43500,Property
1234,Temasek Holdings,Data Analyst,Employee,20/1/2001,55000,Investment
1235,Wing Tai Holdings Limited,Property Agent,Employee,12/5/2006,69990,Property
1236,Mount Alvernia Hospital,Admin Assistant,Employee,18/6/2002,49000,HealthCare
1237,Abbott Manufacturing Singapore Pte Ltd,Operations Manager,Employee,22/1/2001,52000,Manufacturing
1238,Singapore Airlines Cargo,Admin Assistant,Employee,9/5/2001,53000,Transport
1239,CapitaLand Limited,Administrative Manager,Employee,7/12/2008,81000,Property
1240,SolarGy Pte Ltd,Human Resource Manager,Employee,27/2/2002,78880,Energy and Utility
1241,Eng Leong Medallic Industries Pte Ltd,Hardware Engineer,Employee,4/7/2007,51230,Manufacturing
1242,Changi General Hospital,Senior Doctor,Employee,12/12/2002,101000,HealthCare
1243,StarHub Limited,Manager,Employee,12/8/2007,49600,Communications
1244,Season General Services,Database Administrator,Employee,21/6/2003,80560,Service
1245,Futurebooks Pte Ltd,Marketing & Sales Representative,Employee,1/4/2011,74000,Accounting
1246,StarHub Limited,Financial Advisor,Employee,30/3/2003,49600,Communications
1247,Tuas Power Ltd,Human Resource Manager,Employee,6/8/2002,92000,Energy and Utility
1248,Venture Corporation Limited,Manufacturing Engineer,Employee,18/9/2003,52000,Manufacturing
1249,Serai Makan Place,Kitchen Crew,Employee,2/2/2001,36000,Food and Beverages
1250,CapitaLand Limited,Security Officer,Employee,2/12/2009,47000,Property
1251,UCO Bank,Securities Manager,Employee,16/8/2002,80560,Banking and Finance
1252,Singapore Civil Defence Force,Software Engineer,Employee,28/6/2002,75000,Government
1253,Vivid Snaps LLP,Director of Public Relations,Employee,15/2/2003,148960,Service
1254,Bytech Asia Pacific Pte Ltd,Marketing Executive,Employee,5/8/2001,59100,Information Technology
1255,A.P.Moller Singapore Pte Ltd,Team Leader,Employee,3/9/2003,79500,Transport
1256,Popular Holdings,Marketing Research Specialist,Employee,19/3/2003,82700,Retail
1257,Pan-Asia Investment Group Holding Co Inc,IT Specialist,Employee,13/6/2001,45000,Investment
1258,Jurong Port Pte Ltd,Technician,Employee,3/3/2003,55000,Transport
1259,Vadaro Pte Ltd,IT Specialist,Employee,11/7/2002,48900,Information Technology
1260,SMRT Corporation,Public Relations Officer,Employee,6/9/2006,37000,Transport
1261,Raffles Medical,Dental Assistant,Employee,22/7/2003,43200,HealthCare
1262,NTUC FairPrice Co-Operative Ltd,Quality Inspector,Employee,13/5/2007,50000,Retail
1263,Critica,Admin Assistant,Employee,17/10/2011,47000,Design
1264,Singapore Airlines Limited,Supervisor,Employee,4/12/2010,69520,Transport
1265,City Developments Limited,Legal Associate,Employee,11/12/2001,83000,Property
1266,OSIM International Limited,Biomedical Engineer,Employee,12/6/2001,55000,HealthCare
1267,Temasek Holdings,Investment Strategist,Employee,8/7/2002,83000,Investment
1268,Alexandra Health,Head Nurse,Employee,2/2/2004,83240,HealthCare
1269,SIA Engineering Company Limited,IT Consultant,Employee,18/10/2006,44790,Manufacturing
1270,SembCorp Industries Limited,Engineering Assistant,Employee,3/11/2007,57000,Diversified
1271,Critica,Senior Designer,Employee,21/4/2002,107000,Design
1272,Capital Dynamics (S) Pte Ltd,Senior Economist,Employee,23/8/2008,96320,Consulting
1273,RSM International,Marketing & Sales Representative,Employee,6/11/2010,74000,Accounting
1274,City Developments Limited,Board of Chairman,Employee,11/6/2002,205600,Property
1275,Econ Healthcare Group,Telecommunications Engineer,Employee,12/9/2003,76000,HealthCare
1276,Koufu Pte Ltd,Director,Employee,15/8/2001,107000,Food and Beverages
1277,Clouet Trading Pte Ltd,IT Assistant,Employee,18/2/2003,43500,Food and Beverages
1278,Changi International Airport Services Pte Ltd,Manager,Employee,4/9/2010,75000,Transport
1279,Bytech Asia Pacific Pte Ltd,Programmer,Employee,16/1/2002,53600,Information Technology
1280,Singapore Telecommunications Limited,Sales Specialist,Employee,10/7/2006,55000,Communications
1281,SilkAir,Driver,Employee,17/3/2002,46000,Transport
1282,Capital Dynamics (S) Pte Ltd,Vice President,Employee,20/8/2002,139680,Consulting
1283,AcuMed Medical Pte Ltd,Web Designer,Employee,6/10/2002,52000,HealthCare
1284,Wing Tai Holdings Limited,Database Administrator,Employee,10/7/2007,42580,Property
1285,Medical Technology,Customer Service,Employee,28/10/1994,33429,HealthCare
1286,Certis CISCO Security Pte Ltd,Medic,Employee,9/4/2001,56800,Security
1287,NTUC FairPrice Co-Operative Ltd,Technician,Employee,6/9/2007,42000,Retail
1288,Temasek Holdings,Senior Clerk,Employee,22/5/2003,80000,Investment
1289,Temasek Holdings,IT Support Technician,Employee,17/4/2003,99000,Investment
1290,Temasek Holdings,Economist,Employee,23/2/2005,73000,Investment
1291,UCO Bank,Systems Engineer,Employee,18/10/2002,49560,Banking and Finance
1292,Flextronics,IT Consultant,Employee,6/5/2001,58950,Manufacturing
1293,Bloomsbury Knowledge (Singapore) Pte Ltd,Human Resource Manager,Employee,2/8/2002,95000,Education
1294,CapitaLand Limited,Data Analyst,Employee,7/2/2003,52000,Property
1295,StarHub Limited,Solutions Manager,Employee,17/6/2009,68300,Communications
1296,Flextronics,Assistant General Manager,Employee,29/10/2001,222680,Manufacturing
1297,CapitaLand Limited,President,Employee,19/2/2002,59000,Property
1298,SPH MediaWorks Limited,Digital Artist,Employee,4/5/2003,49000,Media
1299,Hyflux Limited,Infrastructure Architect & Engineer,Employee,22/7/2007,80800,Manufacturing
1300,AIBI International,Senior Specialist,Employee,5/11/2002,83000,HealthCare
1301,Singapore Airlines Limited,Driver,Employee,19/12/2009,42000,Transport
1302,Dizyatec Solutions Pte Ltd,Senior Web Developer,Employee,18/7/2001,78000,Information Technology
1303,Aspial Corporation Ltd,Cashier,Employee,31/1/1991,44000,Retail
1304,Neptune Orient Lines Limited,Quality Assurance Officer,Employee,11/12/2007,73000,Transport
1305,Acacia Design Consultants Pte Ltd,Assistant Designer,Employee,8/4/2003,83500,Design
1306,Jetstar Asia Airways,Flight Attendant,Employee,4/5/2006,56000,Transport
1307,Valuair,Technician,Employee,30/8/2002,46000,Transport
1308,Vadaro Pte Ltd,Marketing Executive,Employee,26/6/2009,52080,Information Technology
1309,M.SaaS Solutions Pte Ltd,Public Relations Manager,Employee,30/5/2001,73200,Information Technology
1310,Acacia Design Consultants Pte Ltd,Applications Programmer,Employee,5/10/2001,95000,Design
1311,Creative Technology,Human Resource Manager,Employee,6/8/2002,60000,Electronics
1312,StarHub Limited,Solutions Manager,Employee,31/12/2002,76000,Communications
1313,Futurebooks Pte Ltd,Cleaner,Employee,3/1/2006,28656,Accounting
1314,OSIM International Limited,Customer Service,Employee,18/1/2005,42000,HealthCare
1315,MHC Asia Group Pte Ltd,Pharmacist,Employee,6/3/2002,52650,HealthCare
1316,CapitaLand Limited,Telecommunications Engineer,Employee,4/4/2010,74000,Property
1317,Koufu Pte Ltd,Customer Service Manager,Employee,21/3/2003,48000,Food and Beverages
1318,JTC Corporation,Web Designer,Employee,30/8/1985,33443,Government
1319,Bloomsbury Knowledge (Singapore) Pte Ltd,Admin Assistant,Employee,9/1/2001,45000,Education
1320,SBS Transit Limited,Public Relations Officer,Employee,18/10/2002,38000,Transport
1321,DBS Bank Limited,Deputy General Manager,Employee,28/10/2002,222720,Banking and Finance
1322,Aspial Corporation Ltd,Cashier,Employee,20/9/2005,43000,Retail
1323,Temasek Holdings,Secretary,Employee,22/10/2010,56000,Investment
1324,Jurong Port Pte Ltd,Public Relations Officer,Employee,1/7/2002,53000,Transport
1325,NTUC FairPrice Co-Operative Ltd,IT Support Specialist,Employee,26/11/2003,68000,Retail
1326,Tuas Power Ltd,Logistics Manager,Employee,27/1/2003,88000,Energy and Utility
1327,Singapore Civil Defence Force,Data Analyst,Employee,7/10/2002,55000,Government
1328,Aurigin Technology,Admin Assistant,Employee,28/3/2007,47900,Electronics
1329,Wing Tai Holdings Limited,Web Designer,Employee,30/8/2002,43000,Property
1330,Flextronics,System Analyst,Employee,17/12/2006,47000,Manufacturing
1331,Season General Services,Logistics Officer,Employee,24/5/2005,45000,Service
1332,Keppel Corporation Limited,Operations Manager,Employee,3/9/2001,41000,Diversified
1333,Singapore Telecommunications Limited,Senior Financial Advisor,Employee,6/9/2002,54000,Communications
1334,Tiger Airways,Driver,Employee,18/8/2003,43000,Transport
1335,Aetos Security Management Pte Ltd,Electrical Specialist,Employee,27/9/2002,135500,Security
1336,Singapore Telecommunications Limited,Senior Data Analyst,Employee,19/10/2005,73040,Communications
1337,Futurebooks Pte Ltd,Team Leader,Employee,5/8/2003,73360,Accounting
1338,YHI International Limited,IT Specialist,Employee,16/12/2002,54000,Manufacturing
1339,Bee Cheng Hiang,Data Analyst,Employee,24/12/1980,65950,Food and Beverages
1340,Aetos Security Management Pte Ltd,Customer Service Officer,Employee,22/7/2007,47520,Security
1341,Capital Dynamics (S) Pte Ltd,Senior Economist,Employee,22/4/2001,80400,Consulting
1342,Temasek Holdings,Investment Strategist,Employee,18/3/2005,65000,Investment
1343,ComfortDelGro Corporation Limited,Driver,Employee,15/12/1997,33446,Transport
1344,Creative Technology,Senior IT Specialist,Employee,28/7/2002,149000,Electronics
1345,Tuas Power Ltd,Network Engineer,Employee,16/4/2002,88000,Energy and Utility
1346,MediaCorp Private Limited,Web Design & Analyst,Employee,20/4/2001,100000,Media
1347,Wing Tai Holdings Limited,Telecommunications Engineer,Employee,9/10/2002,79120,Property
1348,Singapore Airlines Limited,Financial Advisor,Employee,28/3/2003,190000,Transport
1349,Singapore Expats,Designer,Employee,15/2/2003,45200,Property
